_id,model,loss,accuracy,Macro F1-Score
6584c9f0bae32a7b8a4285c1,GRU_RNN_2_layer,0.28930220007896423,0.9388889074325562,0.9377159476280212
6584cac8bae32a7b8a4285c2,GRU_RNN_2_layer,0.31116580963134766,0.949999988079071,0.9492961168289185
6584cb96bae32a7b8a4285c3,GRU_RNN_2_layer,0.4106009900569916,0.9277777671813965,0.9260420203208923
6584cc70bae32a7b8a4285c4,GRU_RNN_2_layer,0.1366645246744156,0.9666666388511658,0.9671638011932373
6584cd5bbae32a7b8a4285c5,GRU_RNN_2_layer,0.4248008728027344,0.9333333373069763,0.9310697913169861
6584ce4bbae32a7b8a4285c6,GRU_RNN_2_layer,0.3992328941822052,0.9333333373069763,0.9329355955123901
6584cf2ebae32a7b8a4285c7,GRU_RNN_2_layer,0.2822422981262207,0.9555555582046509,0.9573202133178711
6584d016bae32a7b8a4285c8,GRU_RNN_2_layer,0.056766338646411896,0.9888888597488403,0.9903178811073303
6584d0fdbae32a7b8a4285c9,GRU_RNN_2_layer,0.24307990074157715,0.949999988079071,0.9481697082519531
6584d1ffbae32a7b8a4285ca,GRU_RNN_2_layer,0.5803219676017761,0.9277777671813965,0.9270054697990417
